name,Category,Rating,Nº Reviews,Stars,User Comment,Hours,Plus Code,Address,City,Province,Url,Latitude,Longitude,Url in Maps,categoria_puntuacion
BURBERDE,Restaurante de comida rápida,4.4,555.0,5.0,"Después de haber ido a comer varias veces y pedir domicilio me declaro fan de Burberde, ellos cuentan con un sabor delicioso en sus platos. Cada vez me animo a probar cosas diferentes y hasta no ha existido plato que no me haya gustado. Sus precios son promedio para comida rápida en Bucaramanga y realmente valen la pena.","domingo, 11 AMa11 PM; lunes, 11 AMa11 PM; martes, 11 AMa11 PM; miércoles, 11 AMa11 PM; jueves, 11 AMa11 PM; viernes, 11 AMa11 PM; sábado, 11 AMa11 PM","4VCP+VG Bucaramanga, Santander","Cra. 30 #40-13, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/burberde.co?igshid=1jpi6f5b81ugb,7.1221609,-73.1137481,https://maps.app.goo.gl/CKcW1zHE6E3KWimx8,4.0-4.5
El Menor Burgers,Restaurante,4.4,560.0,,,"domingo, 6a11 PM; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6a11 PM","4VGQ+8F Bucaramanga, Santander","Calle 34 N #34-45, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/elmenorburgers?igshid=17hcw99hypnr3,7.1258475,-73.1113649,https://maps.app.goo.gl/qaUfbEHH9hStWwsKA,4.0-4.5
El GRITO Burger,Hamburguesería,4.4,143.0,2.0,"La ubicación, ambiente y decoración son buenos. La atención no es en general buena, se tiene gran chance de mejorar, el servicio a mesa es gentil. La reseña en sí es por la comida ya que no se cuida del uso de microondas y se sirven papas y vegetales recalentados que para los precios manejados no tiene sentido. En general la propuesta de recetas es buena y puede mejorar si se hace un servicio a conciencia para justificar los precios, de otro modo se pueden encontrar servicios similares en la zona.

Puede que haya presión desde lo administrativo por optimizar el uso de insumos, pero más vale cuidar la calidad del producto por la razón de sus costos que sacrificarlo a costas de este tipo de experiencias.

Me gustaría volver y pensar que solo fue un descuido, realmente el sitio tiene excelente atmósfera y aún porta suficiente potencial para explotar.","domingo, 5a10:30 PM; lunes, 5a10:30 PM; martes, Cerrado; miércoles, 5a10:30 PM; jueves, 5a10:30 PM; viernes, 5a10:30 PM; sábado, 5a10:30 PM","4V2P+WG Bucaramanga, Santander","Cl. 67 #26-29, La Victoria, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://elgritoburger.com/,7.102272,-73.113642,https://maps.app.goo.gl/QsWSRcqQVGHCMyNq7,4.0-4.5
Alrock Burger,Hamburguesería,4.4,2.288,5.0,"Uno de los restaurantes de la vieja confiable en cuanto a hamburguesas en Bucaramanga, el sabor que tienen es muy bueno y se ha mantenido así casi siempre que voy, muy buen sabor de carne y porciones agradables. Destaco bastante el pan, complementa muy bien las hamburguesas, es esponjoso y no se hace una masa como otros panes. Bastante variedad de hamburguesas que se agradece.
En esta ocasión pedí una Him, que es una hamburguesa sencilla que en vez de carne de res trae carne de cerdo, la cuál estuvo muy buena de sabor. Excelente atención y muy buena ambientación.","domingo, 10:30 AMa11:30 PM; lunes, 10:30 AMa11:30 PM; martes, 10:30 AMa11:30 PM; miércoles, 10:30 AMa11:30 PM; jueves, 10:30 AMa11:30 PM; viernes, 10:30 AMa12:30 AM; sábado, 10:30 AMa12:30 AM","3VQR+68 Bucaramanga, Santander","Cl. 105 #2693, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://alrockburger.com/,7.0880149,-73.1092437,https://maps.app.goo.gl/PwMG77dymKh182tq9,4.0-4.5
ROLLING BURGER,Restaurante,4.6,294.0,4.0,"La atención es muy buena, tienen juegos de mesa, máquina estilo arcade, puedes elegir la música y lo mejor es que tienen abierto hasta las doces cuando ideal cuando se pasa la noche rápido y tienes hambre. La hamburguesa es muy caserita pero pasable. 😎",,"4VFP+Q7 Bucaramanga, Santander","Cl. 34 #30 26, Mejoras Públicas, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1244726,-73.1143674,https://maps.app.goo.gl/eUq8fGVQhKFhv4wK6,4.5-5.0
Circus Burger,Hamburguesería,4.6,387.0,5.0,Las meseras son muy buenas y el ambiente fresco el tema de los trajes es muy creativo y los juegos de mesa   asen más divertido el ambiente 💯,"domingo, 5a11:45 PM; lunes, 5a11:45 PM; martes, 5a11:45 PM; miércoles, 5a11:45 PM; jueves, 5a11:45 PM; viernes, 5a11:45 PM; sábado, 5a11:45 PM","3VPQ+8C Bucaramanga, Santander","Cl. 105 #24-59, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0858154,-73.1114117,https://maps.app.goo.gl/HSP2nBgBDT8UfyMB7,4.5-5.0
"BRUUTTAL Burgers, La Victoria",Restaurante de comida rápida,4.6,665.0,5.0,"El lugar es fresco y cómodo, sillas al aire libre. Sector residencial con comercios cerca, el servicio es amable y la comida la preparan relativamente rápido, la comida es muy buena, me impresionó el sabor de la carne, se siente la calidad de sus ingredientes. El pan fresco y las papas a la francesa sin exceso de aceite. Volvería sin pensarlo. Recomendado",,"3VXM+Q6 Bucaramanga, Santander","Cl. 67 #16 - 30, La Victoria, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://www.instagram.com/bruuttalburgers/,7.0994474,-73.1169699,https://maps.app.goo.gl/jpFJukVvVKfYiFAK8,4.5-5.0
BURGER SAN MIGUEL,Restaurante,4.1,481.0,4.0,"El sabor a carbón se siente desde el instante justo antes del primer mordisco lo cual, según mi parecer, es una delicia completa porque me encanta la sazón que poseen los alimentos ahumados. Los ingredientes de las hamburguesas se sienten de la mejor calidad, tanto la carne como el filete de pechuga estaban jugosos, los vegetales se sentían frescos y el pan poseía una textura blanda y densa, es decir, se adhería levemente a los dientes, me parece que poseía una calidad alta, las papas se sirven con queso rayado y salsa tártara, está última tiene un notorio sabor a cebolla que combinado con el dulzor de la mayonesa forman una excelente mezcla de sabores. El lugar es bonito, amplio y está bien decorado, la atención de sus meseros es muy amable y la música que se pone también es agradable, para quienes quieren escuchar algo más que Reguetón.
Aunque la experiencia en general ha sido buena y la comida es realmente deliciosa, debo decir que la porción es algo pequeña en perspectiva con el precio que se paga por ella, es un restaurante donde se queda plenamente saciado con una entrada grande y un plato fuerte, aún así, volvería porque el sabor de sus preparaciones me ha parecido realmente exquisito.","domingo, 4 PMa1 AM; lunes, 4 PMa1 AM; martes, 4 PMa1 AM; miércoles, 4:30 PMa1 AM; jueves, 4 PMa2 AM; viernes, 4 PMa2 AM; sábado, 4 PMa2 AM","4V6G+MX Bucaramanga, Santander","Cl. 50 #16-59, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1116432,-73.1225771,https://maps.app.goo.gl/TgF7p1WKSCzJEWPv7,4.0-4.5
Oliver&apos;s Hamburguesas,Hamburguesería,4.5,255.0,3.0,"Me encanta! Las mejores hamburguesas que me he comido y la picada la recomiendo al 100. Lástima que ya no ofrecen la entradita de cortesía y han desmejorado un poquito el servicio, por todo lo demás es el mas top!!!

Update: 1/27
Oliver’s era mi lugar favorito pero desafortunadamente desmejoraron demasiado, hoy pedí tres bebidas diferentes y no tenían ninguna de las opciones, el servicio malo y demorado, me tocó a mi misma ir a que me cobraran y resulta que ya tampoco manejan datáfono; hasta la música la desmejoraron y ni la comida, ni la atención, ni el ambiente se sienten igual.","domingo, 12a3 PM, 5a11 PM; lunes, Cerrado; martes, 12a3 PM, 5a11 PM; miércoles, 12a3 PM, 5a11 PM; jueves, 12a3 PM, 5a11 PM; viernes, 12a3 PM, 5a11 PM; sábado, 12a3 PM, 5a11:30 PM","4VCP+FC Bucaramanga, Santander","Cra29#40-90, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.121166,-73.1139164,https://maps.app.goo.gl/c4rzVgDWAoPqjaqG6,4.5-5.0
48 Street Burger,Restaurante,4.3,708.0,1.0,"Cuando tenia 15 años tuve que soportar la perdida de un amigo y mi abuelo el mismo dia. Creia que habia sido el dia mas duro en mi vida hasta que me intenté tomar la limonada de coco de ustedes.

Con una amiga pedimos unas granizadas que estaban super rancias, pedimos dos de coco que costaban 10mil c/u, y sabian a vomito/reflujo gastrico, se la di a probar a todos en la mesa para descartar que fuera algo personal pero todos coincidieron que sabian muy mal, no se si la leche estaba cortada o que, realmente muy decepcionada de este sitio, me acerque a la barra para solicitar cambio y el cocinero se excusó en que tienen limon y por eso sabian asi 🤢🤢🤮 aparte llegaron las bebidas cuando practicamente ya habiamos acabado la hamburguesa, en que sitio han visto que sirven primero la comida y luego las bebidas?

Ademas las papas de la hamburguesa super frias, primera y ultima vez que voy a ese sitio, no lo recomiendo para nada, las meseras no hablan, no ofrecen, cero servicio al cliente.","domingo, 5a11:30 PM; lunes, 5a11:30 PM; martes, 5a11:30 PM; miércoles, 5a11:30 PM; jueves, 12a3 PM, 5a11:30 PM; viernes, 12a3 PM, 5 PMa12:30 AM; sábado, 12a3 PM, 5 PMa12:30 AM","4V8R+Q4 Bucaramanga, Santander","Calle 48 #Nº 35 - 23, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1169342,-73.1096468,https://maps.app.goo.gl/ygt6oLFhyWudx27i7,4.0-4.5
The Way Burgers,Hamburguesería,4.6,44.0,5.0,Excelente atención y su comida es deliciosa ... soy de bogota y pocas  hamburguesas con este level,"domingo, 12a3 PM, 6a9:30 PM; lunes, 12 AMa3 PM, 6a9:30 PM; martes, 12a3 PM, 6a9:30 PM; miércoles, 12a3 PM, 6a9:30 PM; jueves, 12a3 PM, 6a9:30 PM; viernes, 12a3 PM, 6a10:30 PM; sábado, 12a3 PM, 6a10:30 PM","4VCP+7H Bucaramanga, Santander","Cra 29 #41-20, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1206981,-73.1135711,https://maps.app.goo.gl/mfW4uSxHzXCfRpPHA,4.5-5.0
La Res Hamburguesas Al Carbón,Restaurante de comida rápida,4.3,122.0,1.0,"La atención fue tan pésima y lenta que sentí con mi hermana que no eramos clientes que estaban comprando sino unos mendigos que estuviera pidiendo sobras.

Pedimos el almuerzo por el día de la madre a las 11:30 por teléfono para recogerlo y almorzar en la casa. A las 12:40 me dijeron que estaba en 20 minutos aproximadamente y que podría ir yendo para recogerlo, llegue cómo a la 1:00 y todavía no estaba listo, nos tuvieron esperando hasta las 3:00 y cada vez que preguntaba desde que llegué me decían que faltaban 5 minutos que esperará, parecía que estuviera rogando por comida 😡😡😡. Lo peor es que a los que llegaban a comer dentro del restaurante, los atendían primero 😡😡😡","domingo, 11:45 AMa3 PM, 6:15a11 PM; lunes, Cerrado; martes, 6:15a11 PM; miércoles, 6:15a11 PM; jueves, 6:15a11 PM; viernes, 6:15a11 PM; sábado, 12a3 PM, 6:15a11 PM","3VXJ+PG Bucaramanga, Santander","Cl. 65 #13 - 16, La Victoria, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0993027,-73.1186414,https://maps.app.goo.gl/LD3KqT4hZfTQgNFQ6,4.0-4.5
La Ley Burger Provenza,Restaurante,4.5,333.0,4.0,"Elegimos probar este restaurante porque una de mis amigas los sigue por Instagram y estaba antojada de probarlas.

Así que lo elegimos para celebrar nuestra salida este mes. El restaurante es grande y bonito, tienen buena música y a un volumen moderado, el personal fue amable y atento. Sin embargo, tenía tantas expectativas con la comida y los cocteles que siento que no se cumplieron (las expectativas son malas), no me malentiendan, no estaba feo, estaba bien, todos pedimos platos distinto y pude probar varios platos y tb un coctel que me recomendaron ahí, y el mojito de coco. Pero, como ya dije esperaba más...

Algo que debo destacar es su salsa tartara/de la casa/de ajo, me encantó se parece un montón a la salsa que dan en sandwich Qbano.","domingo, 11:30 AMa3 PM, 5a11 PM; lunes, 5a11 PM; martes, 11:30 AMa3 PM, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 11:30 AMa3 PM, 5a11 PM","3VJM+QV Bucaramanga, Santander","Cl. 111 #22-08, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0819411,-73.115311,https://maps.app.goo.gl/LZtYsVxxBpjNmAxu9,4.5-5.0
Cuatro paredes,Hamburguesería,4.4,335.0,5.0,"Las hamburguesas de este lugar en Bucaramanga son las mejores. Los ingredientes son excelentes y el combo para dos es una gran oferta. Me gusta mucho el ambiente del lugar, el menú es sencillo pero completo, y las papas especiales con doritos, salsa y tocineta son increíbles. Sin duda, este restaurante se ha convertido en uno de mis favoritos para comer hamburguesa. 🤤💖","domingo, 12a10:30 PM; lunes, 12a3 PM, 6a10:20 PM; martes, 12a3 PM, 6a10:20 PM; miércoles, 12a3 PM, 6a10:20 PM; jueves, 12a3 PM, 6a10:20 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM","4VFQ+6P Bucaramanga, Santander","Cra. 35 #37- 46, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/cuatroparedes_burgers?igshid=NDRkN2NkYzU=,7.1231043,-73.1106896,https://maps.app.goo.gl/KydsG8oymzPUX8RJA,4.0-4.5
DONDE SEA HAMBURGUESAS &amp; MAS,Hamburguesería,4.8,110.0,5.0,"Excelente atención, el sitio es muy bonito y con una infraestructura original, las hamburguesas con nombres curiosos pero deliciosas, comodo y con ambiente genial. Los precios muy comodos, en general todo un servicio excelente.","domingo, 5:30a10:30 PM; lunes, 5:30a10:30 PM; martes, 5:30a10:30 PM; miércoles, 5:30a10:30 PM; jueves, 5:30a10:30 PM; viernes, 5:30a10:30 PM; sábado, 5:30a10:30 PM","4VHH+PV Bucaramanga, Santander","Cra. 26 #20-06, Bucaramanga, Santander","Bucaramanga, Santander",Santander,http://www.instagram.com/dondeseahamburguesas/,7.1293017,-73.1203536,https://maps.app.goo.gl/oY1ECXLpjc3dMnDV8,4.5-5.0
Flint&apos;s Burguer,Restaurante de comida rápida,4.6,415.0,5.0,"Es un lugar que se ha esforzado por destacar. Tienen ingredientes de primera, destacando las hamburguesas, una carne de buena calidad y el pan es muy bueno. Se diferencia de otros lugares sobrevalorados en los que cobran demasiado por un producto de quinta. Es un restaurante que destaca por pensar en la calidad de su producto. Y aclaró no tengo nada que ver con ese negocio.","domingo, 5a11:30 PM; lunes, 5a11:30 PM; martes, 5a11:30 PM; miércoles, 5a11:30 PM; jueves, 5a11:30 PM; viernes, 5a11:30 PM; sábado, 5a11:30 PM","4VJH+84 Bucaramanga, Santander","Cl. 18 #24-06, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1307679,-73.1222189,https://maps.app.goo.gl/Ga3rPTwAGmRzAbH96,4.5-5.0
MC Burguer,Hamburguesería,4.1,404.0,4.0,Se pidio dos perros calientes con papas a la francesa. Dos hamburguesas sencillas y una hamburguesa doble. El sabor es bueno. La atención por medio de Ifood mejoro. La presentación es buena. La combinación espectacular.,"domingo, 11 AMa12 AM; lunes, 11 AMa12 AM; martes, 11 AMa12 AM; miércoles, 11 AMa12 AM; jueves, 11 AMa12 AM; viernes, 11 AMa12 AM; sábado, 11 AMa2 AM","4V8M+2M Bucaramanga, Santander","Cra. 26a #50-72, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1150365,-73.1158184,https://maps.app.goo.gl/kPgQtS2kzZybcU4XA,4.0-4.5
Mega Burger,Restaurante de comida rápida,4.5,129.0,5.0,La comida es sencilla pero de muy bien sabor y calidad. Es una gran opción cuando quieres comer rico y abundante por un precio justo. El personal es super amable y la comida suele estar rápido.,"domingo, 11 AMa11 PM; lunes, 11 AMa11 PM; martes, 11 AMa11 PM; miércoles, 11 AMa11 PM; jueves, 11 AMa11 PM; viernes, 11 AMa11 PM; sábado, 11 AMa11 PM","4VCR+X3 Bucaramanga, Santander","Cra. 36 #38-52, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1224418,-73.1098724,https://maps.app.goo.gl/R79h3DQSYAQJjAkM9,4.5-5.0
La Gloriosa Hamburguesería | Cabecera,Hamburguesería,4.6,1.099,5.0,"Tremenda hamburguesa, la carne y los quesos son simplemente deliciosos. La tártara merece un capítulo aparte, es el toque que le da la excelencia a este lugar. Buena papas y opciones de bebida. El lugar es algo ruidoso y el servicio no tan rápido, pero vale la pena la espera.","domingo, 5:30a11 PM; lunes, 5:30a11 PM; martes, 5:30a11 PM; miércoles, 5:30a11 PM; jueves, 5:30a11 PM; viernes, 5:30a11 PM; sábado, 5:30a11 PM","4V6R+P9 Bucaramanga, Santander","Cra. 35 #53-12, Cabecera del llano, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://la-gloriosa-burger.cluvi.co/,7.111768,-73.109107,https://maps.app.goo.gl/5Uq5rkmTMBEwVAAr6,4.5-5.0
LA HAMBURGUESERÍA 20.15,Restaurante,4.7,437.0,5.0,"Espectacular excelente calidad super delicioso y un lugar muy bonito,lo super recomiendo","domingo, 12a3 PM, 6a11 PM; lunes, 5:30a11 PM; martes, 5:30a11 PM; miércoles, 5:30a11 PM; jueves, 5:30a11 PM; viernes, 12a3 PM, 6a11 PM; sábado, 12a3 PM, 6a11 PM","4VFQ+29 Bucaramanga, Santander","Cl. 38 #33-44, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://lahamburgueseria2015.com/,7.1225911,-73.1115355,https://maps.app.goo.gl/yGEuKHhuZaS9TKTPA,4.5-5.0
Los Tres Elefantes,Hamburguesería,4.0,385.0,5.0,"La comida muy rica, me gusta ir por que se siente un ambiente muy familiar. Lo recomiendo.","domingo, 5a10 PM; lunes, 5a10 PM; martes, 5a10 PM; miércoles, 5a10 PM; jueves, 5a10 PM; viernes, 5a10 PM; sábado, 5a10 PM","4V5M+VP Bucaramanga, Santander","Cl. 55 #22-23, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1097392,-73.1156622,https://maps.app.goo.gl/JKQNJVEtkeudTCzz6,4.0-4.5
Paradise Burger,Hamburguesería,4.7,51.0,5.0,"Muy buen restaurante, tiene un ambiente agradable con música, fresco y una decoración bastante llamativa (salen buenas fotos). La comida estuvo excelente, tienes una buena preparación, se siente cada ingrediente sin ser empalagoso, teniendo en cuenta el tamaño de cada plato, son porciones generosas.  La atención es muy buena, fui con amigos (6 hombres en total), nos dieron salsa y piña hasta que no quisimos más. En general es una muy buena experiencia, recomiendo ir.","domingo, 12 AMa1 PM, 6 PMa12 AM; lunes, 6 PMa12 AM; martes, 6 PMa12 AM; miércoles, 6 PMa12 AM; jueves, 6 PMa12 AM; viernes, 6 PMa12 AM; sábado, 6 PMa12 AM","4VFR+W6 Bucaramanga, Santander","Cra. 37 #35-49, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.1247697,-73.1094788,https://maps.app.goo.gl/2HhBVu8hKX4wR3Jc8,4.5-5.0
Burger Beats,Restaurante,4.6,640.0,4.0,"El lugar es pequeño pero limpio y ordenado. El servicio muy amable,y el concepto del sitio  original. Ahora la comida es buena, sin embargo no me impactó. Es un buen sitio, con precios justos.  Sin embargo no sé si volvería .Para mejorar :  Exceso de aceite en las papas.","domingo, 12a10 PM; lunes, 12a2 PM, 5:30a10 PM; martes, 12a2 PM, 5:30a10 PM; miércoles, 12a2 PM, 5:30a10 PM; jueves, 12a10 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM","4VCR+W3 Bucaramanga, Santander","Cra. 36 #38-44 Piso 2, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://burger-beats.cluvi.co/,7.1223524,-73.1098625,https://maps.app.goo.gl/RBscXDEa7G1BQTib8,4.5-5.0
Hamburguesas El Garaje | Terrazas,Hamburguesería,4.4,494.0,3.0,"La verdad íbamos con unas expectativas MUY altas y salimos aburridos y tristes 😓.  Habíamos visto reviews que hablaban de las mejores hamburguesas de Bucaramanga y nada que ver. Fuimos a Terrazas y aquí el detalle de nuestra mala experiencia. Esperamos la tomen para mejorar, solo es con esa intención 🙏🏼

👥 Atención 7/10: No es mala, los meseros son atentos y buena gente, aunque el tiempo de espera sí es muy demorado. Creo que con un poco más de personal o gente en la cocina pueden mejorar este punto. El ambiente es chévere, la música muy bueeena 🎸😎 ¡Gracias!

🍔 Comida 6/10: La entrada estuvo bien (arepita santandereana con chimichurri). Las hamburguesas MUY normales. Pedimos la Verona y la Criolla, ambas de 120g (menos mal, el tamaño está apenas para estómagos normales).

Verona: Tenía sabor no ahumado, sino quemado. La carne seca, nada jugosa.

Criolla: La carne desmechada no se vio por ningún lado. El sabor no resalta.

Sobre ambas: OJO, el PAN 🫓 es desastroso, parece el Bimbo del supermercado. Tienen que cambiarlo 🙏🏼, es quizás el elemento más regular de la hamburguesa. La carne está seca, le falta sazón, sabor, jugo. La salsa esta &quot;famosa&quot; de piña 🍍 no  sabe bien, es en extremo dulce. La tártara está bien, pero tampoco espectacular.

💲 Precio 2/10: Totalmente trepado. La relación precio calidad no corresponde. Ni en la entrada ni en las hamburguesas. NO pidan la de 200g, la de 120g es más que suficiente a menos que no hayan comido durante todo el día 🤭.  Creo que están un poco omnubilados por la historia y los premios y el buen nombre. ¿Hamburguesas de 65 mil pesos? Lo siento, sé que las tienen en muy alta estima por esto de los premios, quizás, pero deben aterrizar un poco. Si no aterrizan es posible que nunca las mejoren. Hamburguesas por este estilo y de calidad media, no pasan en Bogotá de los 20 mil pesos.

🤏🏼👋🏼 Para terminar: Un primo bumangués dice que es un sitio que solo se mantiene por la tradición y la memoria, pero ojalá en un futuro no sea así. 😯 Una sugerencia: vuelvan a los orígenes y también a lo básico. No sé de qué sirven 30 hamburguesas diferentes si lo más básico no está bueno: el pan y la carne. Pueden empezar por ahí. Y una vez solucionen eso, ya lo demás irá mejor (ojalá sí quitando la salsa esta de piña, de por dios 😜). Leí algo de la historia y sí, hamburguesas así en los 90s mandaban la parada, incluso hace cinco años todavía la peleaban, pero el mercado cambió y deben evolucionar.

Ojalá no se cierren a este tipo de comentarios y logren mejorar. Un sitio de tradición así, lo merece 🙃. Sé que muy probablemente no vuelva, es que tampoco vivo por aquí, pero espero que la respuesta no sea simplemente &quot;nuestros premios dicen lo contrario&quot;. Observarse no es fácil, pero ánimo, se puede ⭐✊🏼. Reitero, todo esto para ayudarles, no es más.","domingo, 12a10:30 PM; lunes, 4a10:30 PM; martes, 4a10:30 PM; miércoles, 4a10:30 PM; jueves, 4a10:30 PM; viernes, 12a10:30 PM; sábado, 12a10:30 PM","4V5V+RC Bucaramanga, Santander","Cra. 45 #56 - 14, Bucaramanga, Santander","Bucaramanga, Santander",Santander,http://www.pidegaraje.com/,7.109608,-73.1063996,https://maps.app.goo.gl/GgjJvA15GyDV6kS77,4.0-4.5
The Burgers,Restaurante,4.8,127.0,5.0,"El lugar es lindo, amplio, esta bien ubicado, es confortable. El servicio fue super bien, fueron amables y pendientes de lo que se necesitaba. Los meseros fueron amables. Tuvimos que esperar aproximadamente 20 minutos para nuestra comida (3 hamburguesas). Es una buena opción.

El ambiente estuvo bien. Música 🎶 variada. Tienen decoración normalita.

✅ Opciones vegetarianas
✅ Pet-friendly 🐕
✅ Buenos precios
✅ Menu variado
✅ Varios métodos de pago","domingo, 6a11 PM; lunes, 6a11 PM; martes, 6a11 PM; miércoles, 6a11 PM; jueves, 6a11 PM; viernes, 6a11 PM; sábado, 6a11 PM","4VMJ+8R Bucaramanga, Santander","Cra. 30 #16-4, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://instagram.com/theburgersbga?igshid=MzRlODBiNWFlZA==,7.1333661,-73.1178787,https://maps.app.goo.gl/Z3z93RfMVvKWui9a7,4.5-5.0
BRANGUS GRILL,Hamburguesería,4.2,73.0,2.0,"El lugar es agradable, el servicio al cliente es decente pero nada destacable, el tiempo de espera al momento de recibir el pedido fue demasiado, más de media hora para recibir unas hamburguesas, lo peor fue que las pedimos bien asadas y nos las trajeron a término medio crudo, definitivamente no volveremos.","domingo, 4a11:50 PM; lunes, 4a11:30 PM; martes, 4 PMa12 AM; miércoles, 4a11:50 PM; jueves, 4:30a11:50 PM; viernes, 4:30 PMa1:30 AM; sábado, 4 PMa1:30 AM","4VMH+WW Bucaramanga, Santander","Cra. 27 #14-3, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://brangus-grill.cluvi.co/brangus-grill/menu,7.1347591,-73.120167,https://maps.app.goo.gl/ioYKwDeFcUxGufut9,4.0-4.5
NATIVOS BURGER,Hamburguesería,3.4,47.0,5.0,"Es un sitio de comida rápida, agradable y con buena música. La atención es rápida. Aunque el espacio es pequeño en el segundo nivel hay una decoración muy bonita.

Para tener en cuenta que tienen la mala práctica de recargar el 5% por pagar con tarjeta y aún cuando se les dice que no debe hacerse, lo siguen manejando.","domingo, 6 PMa12 AM; lunes, 6 PMa12 AM; martes, 6 PMa12 AM; miércoles, 6 PMa12 AM; jueves, 6 PMa12 AM; viernes, 6 PMa12 AM; sábado, 6 PMa12 AM","3VPQ+CH Bucaramanga, Santander","Cl. 105 #24-87, Bucaramanga, Santander","Bucaramanga, Santander",Santander,,7.0860098,-73.1111042,https://maps.app.goo.gl/sZ6v42cDhPkCnn5JA,< 4.0
La Ley Burger Cabecera,Restaurante,4.3,240.0,5.0,Un lugar muy agradable y una comida deliciosa con muy buen servicio me gustó muchísimo super recomendado  si reservas para un cumpleaños ellos se encarguen de  una decoración sencilla y te obsequian un cóctel de gomitas delicioso,"domingo, 11:30 AMa11 AM; lunes, 5a11 PM; martes, 11:30 AMa3 PM, 5a11 PM; miércoles, 5a11 PM; jueves, 5a11 PM; viernes, 5a11 PM; sábado, 11:30 AMa3 PM, 5a11 PM","4V8Q+XC Bucaramanga, Santander","Cl. 47 #29-74, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://www.instagram.com/laleyburgeroficial?igsh=MXY1Z3B3dTc3OWlrNQ==,7.1174469,-73.1114251,https://maps.app.goo.gl/ag6L9HHqHC5ZwXPB7,4.0-4.5
Quintana Burguer,Restaurante,4.6,375.0,5.0,"Muy bonito el lugar, las hamburguesas son 10 de 10.","domingo, 12a11:30 PM; lunes, 12a11 PM; martes, Cerrado; miércoles, 12a11 PM; jueves, 12a11 PM; viernes, 12a11:30 PM; sábado, 12a11:30 PM","4V6M+V9 Bucaramanga, Santander","Cl. 52 #22-60, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://www.instagram.com/quintana_burguer?r=nametag,7.1121919,-73.116572,https://maps.app.goo.gl/YpCMCgiKbij2fHUb7,4.5-5.0
La Gloriosa Hamburguesería | Álvarez,Restaurante de comida rápida,4.6,624.0,4.0,"Las hamburguesas deliciosas, buen tamayo y gran sabor. El local les queda algo pequeño debido a la gran afluencia de comensales.","domingo, 5:30a11 PM; lunes, 5:30a11 PM; martes, 5:30a11 PM; miércoles, 5:30a11 PM; jueves, 5:30a11 PM; viernes, 5:30a11 PM; sábado, 5:30a11 PM","4VHV+C5 Bucaramanga, Santander","Cra. 47 #32-106, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://la-gloriosa-burger.cluvi.co/,7.1285121,-73.1071172,https://maps.app.goo.gl/e5CccFqwReggDess7,4.5-5.0
Monster Burger,Hamburguesería,4.5,38.0,5.0,"Muy rico el sabor de la hamburguesa y los aros de cebolla, las papas a las francesa estaban crujientes. El domicilio llegó rápido.

Edit 03/2024: Siento que la comida ha desmejorado. Los aros de cebolla ya no son similares a los que me encantaron.",,"3VWW+47 Bucaramanga, Santander","El Verguero col, Cl. 100 #35-95, Sotomayor, Bucaramanga, Santander","Bucaramanga, Santander",Santander,https://www.instagram.com/monsterburgerbga,7.0953512,-73.1043509,https://maps.app.goo.gl/xrYRbda9nzJXd3c47,4.5-5.0
